YGR167W	YGR167W@chrVII:832455-833157(+)
YMR175W-A	YMR175W-A@chrXIII:611313-611508(+)
YGL059W	YGL059W@chrVII:392222-393698(+)
YDR150W	YDR150W@chrIV:755627-763874(+)
YNR027W	YNR027W@chrXIV:674922-675876(+)
YHL037C	YHL037C@chrVIII:25777-26179(-)
YOR296W	YOR296W@chrXV:870201-874071(+)
YOL082W	YOL082W@chrXV:168726-169974(+)
YPR058W	YPR058W@chrXVI:673750-674674(+)
YGL015C	YGL015C@chrVII:465042-465435(-)
YDR485C	YDR485C@chrIV:1424819-1427207(-)
YDR104C	YDR104C@chrIV:661172-664910(-)
YAL040C	YAL040C@chrI:65777-67520(-)
YJR141W	YJR141W@chrX:695905-696949(+)
YOL041C	YOL041C@chrXV:251266-252646(-)
YNL307C	YNL307C@chrXIV:56445-57573(-)
YPL027W	YPL027W@chrXVI:499664-500402(+)
Q0092	Q0092@chrM:30873-31014(+)
YPR014C	YPR014C@chrXVI:587188-587518(-)
YGL039W	YGL039W@chrVII:423960-425007(+)
YCR084C	YCR084C@chrIII:260310-262452(-)
YBR169C	YBR169C@chrII:573914-575996(-)
YLR315W	YLR315W@chrXII:764807-765269(+)
YLR075W	YLR075W@chrXII:282926-283592(+)
YMR066W	YMR066W@chrXIII:401540-404237(+)
YBL074C	YBL074C@chrII:86721-87789(-)
YGL259W	YGL259W@chrVII:8469-8967(+)
YBR158W	YBR158W@chrII:556548-558198(+)
YDR155C	YDR155C@chrIV:768511-769000(-)
YPR160C-A	YPR160C-A@chrXVI:862576-862861(-)
YBR179C	YBR179C@chrII:586546-589114(-)
YLR088W	YLR088W@chrXII:316106-317951(+)
YKL151C	YKL151C@chrXI:164916-165930(-)
YDL027C	YDL027C@chrIV:403694-404957(-)
YBR116C	YBR116C@chrII:474198-474726(-)
YNL303W	YNL303W@chrXIV:61509-61857(+)
YGR198W	YGR198W@chrVII:894692-897146(+)
YML007C-A	YML007C-A@chrXIII:253161-253272(-)
YDR211W	YDR211W@chrIV:884726-886865(+)
YCR052W	YCR052W@chrIII:214993-216445(+)
YJL222W-A	YJL222W-A@chrX:9451-9679(+)
YGR176W	YGR176W@chrVII:848719-849067(+)
YPR158C-D	YPR158C-D@chrXVI:850988-856257(-)
YGL022W	YGL022W@chrVII:452403-454560(+)
YOL008W	YOL008W@chrXV:310311-310935(+)
snR46	snR46@chrVII:545370-545566(+)
YBR276C	YBR276C@chrII:757619-760043(-)
YNL222W	YNL222W@chrXIV:229093-229714(+)
YMR051C	YMR051C@chrXIII:377002-378325(-)
YBR141W-A	YBR141W-A@chrII:527166-527262(+)
YNL263C	YNL263C@chrXIV:146895-147840(-)
YIR023W	YIR023W@chrIX:399776-402689(+)
YAL007C	YAL007C@chrI:137697-138345(-)
YKR031C	YKR031C@chrXI:501343-506395(-)
YGR196C	YGR196C@chrVII:889732-892186(-)
YIR035C	YIR035C@chrIX:421025-421790(-)
YML005W	YML005W@chrXIII:260220-261609(+)
YHR095W	YHR095W@chrVIII:292942-293437(+)
YNR001W-A	YNR001W-A@chrXIV:631262-631481(+)
YPL141C	YPL141C@chrXVI:283463-286061(-)
YML034C-A	YML034C-A@chrXIII:209427-209826(-)
YLR303W	YLR303W@chrXII:732541-733876(+)
YNL258C	YNL258C@chrXIV:158108-160373(-)
YLR424W	YLR424W@chrXII:973394-975521(+)
YOR016C	YOR016C@chrXV:360460-361084(-)
YLR457C	YLR457C@chrXII:1055811-1056771(-)
YNL127W	YNL127W@chrXIV:383986-386848(+)
YPL208W	YPL208W@chrXVI:157841-159593(+)
YBR055C	YBR055C@chrII:344601-347301(-)
YNL054W	YNL054W@chrXIV:526085-529583(+)
YHR183W	YHR183W@chrVIII:470959-472429(+)
YGR243W	YGR243W@chrVII:977335-977776(+)
YHL017W	YHL017W@chrVIII:70275-71874(+)
YOL039W	YOL039W@chrXV:254296-254617(+)
YOR086C	YOR086C@chrXV:483218-486779(-)
YAL014C	YAL014C@chrI:128251-129019(-)
YJR052W	YJR052W@chrX:532061-533759(+)
YKL210W	YKL210W@chrXI:39162-42237(+)
YML096W	YML096W@chrXIII:79908-81486(+)
YGR254W	YGR254W@chrVII:1000926-1002240(+)
YKL147C	YKL147C@chrXI:171550-172168(-)
YER190C-A	YER190C-A@chrV:574803-575379(-)
YDR455C	YDR455C@chrIV:1367372-1367681(-)
YML004C	YML004C@chrXIII:261704-262685(-)
YGR230W	YGR230W@chrVII:951893-952307(+)
Q0055	Q0055@chrM:13817-18830(+)
YIL115C	YIL115C@chrIX:144326-148709(-)
YGL193C	YGL193C@chrVII:141915-142227(-)
YJR138W	YJR138W@chrX:684566-689321(+)
YLR163W-A	YLR163W-A@chrXII:492811-492925(+)
YGR034W	YGR034W@chrVII:555811-556672(+)
YPL054W	YPL054W@chrXVI:455758-456664(+)
YER057C	YER057C@chrV:270736-271126(-)
YBR077C	YBR077C@chrII:391804-392293(-)
YJL135W	YJL135W@chrX:157876-158194(+)
YER089C	YER089C@chrV:335945-337340(-)
YCR098C	YCR098C@chrIII:297048-298605(-)
YLR200W	YLR200W@chrXII:549011-549356(+)
YDL074C	YDL074C@chrIV:324046-326149(-)
YCR054C	YCR054C@chrIII:218375-220067(-)
YPL098C	YPL098C@chrXVI:364385-364727(-)
YHR207C	YHR207C@chrVIII:514904-516485(-)
YPL097W	YPL097W@chrXVI:364951-366430(+)
YJL115W	YJL115W@chrX:196286-197126(+)
YOR216C	YOR216C@chrXV:747524-748979(-)
YJL126W	YJL126W@chrX:184500-185424(+)
YEL051W	YEL051W@chrV:58377-59148(+)
YPR049C	YPR049C@chrXVI:661136-664673(-)
YHR174W	YHR174W@chrVIII:451326-452640(+)
YLR073C	YLR073C@chrXII:281018-281621(-)
YLR289W	YLR289W@chrXII:715088-717026(+)
YPR107C	YPR107C@chrXVI:741437-742064(-)
YLL037W	YLL037W@chrXII:66561-66942(+)
YCL009C	YCL009C@chrIII:104618-105548(-)
YML093W	YML093W@chrXIII:83089-85789(+)
YAL004W	YAL004W@chrI:140759-141407(+)
YDR213W	YDR213W@chrIV:889750-892492(+)
YGL036W	YGL036W@chrVII:428600-431330(+)
YOR092W	YOR092W@chrXV:495126-496968(+)
YPL038W-A	YPL038W-A@chrXVI:480181-480373(+)
YBL032W	YBL032W@chrII:160183-161329(+)
YLR447C	YLR447C@chrXII:1026855-1027893(-)
YDR048C	YDR048C@chrIV:553083-553398(-)
YOR073W	YOR073W@chrXV:464770-466543(+)
YKL097C	YKL097C@chrXI:258502-258913(-)
YIR003W	YIR003W@chrIX:360884-362924(+)
YHL049C	YHL049C@chrVIII:3725-4541(-)
YHR085W	YHR085W@chrVIII:276763-277768(+)
YNL174W	YNL174W@chrXIV:308073-308646(+)
YFL040W	YFL040W@chrVI:51349-52972(+)
YML023C	YML023C@chrXIII:226993-228664(-)
YLR419W	YLR419W@chrXII:958427-962735(+)
snR19	snR19@chrXIV:230105-230672(-)
YJL094C	YJL094C@chrX:251820-254442(-)
YDR464C-A	YDR464C-A@chrIV:1392491-1392680(-)
Q0160	Q0160@chrM:61021-61729(+)
YLR191W	YLR191W@chrXII:537271-538432(+)
YMR299C	YMR299C@chrXIII:864411-865350(-)
YLR047C	YLR047C@chrXII:239346-241407(-)
YBR286W	YBR286W@chrII:774699-776313(+)
YKL216W	YKL216W@chrXI:25214-26159(+)
YMR290C	YMR290C@chrXIII:850073-851591(-)
YLR001C	YLR001C@chrXII:151388-153977(-)
YMR107W	YMR107W@chrXIII:483013-483361(+)
YGR236C	YGR236C@chrVII:962529-962817(-)
YNL283C	YNL283C@chrXIV:105183-106695(-)
YMR006C	YMR006C@chrXIII:277560-279681(-)
YJR008W	YJR008W@chrX:452429-453446(+)
YKL103C	YKL103C@chrXI:246137-247682(-)
YGR023W	YGR023W@chrVII:529263-530919(+)
YBR278W	YBR278W@chrII:760293-760899(+)
YHR219W	YHR219W@chrVIII:560172-562047(+)
YDL194W	YDL194W@chrIV:111579-114234(+)
YDR102C	YDR102C@chrIV:657647-657980(-)
YDR518W	YDR518W@chrIV:1478607-1480161(+)
YGL175C	YGL175C@chrVII:173284-174322(-)
YDL228C	YDL228C@chrIV:45276-45918(-)
YHL013C	YHL013C@chrVIII:77429-78353(-)
YBL100W-A	YBL100W-A@chrII:29934-31251(+)
YOL112W	YOL112W@chrXV:106709-108188(+)
YAL053W	YAL053W@chrI:45898-48250(+)
YFR052C-A	YFR052C-A@chrVI:253428-253734(-)
YKR058W	YKR058W@chrXI:552769-554620(+)
YOR131C	YOR131C@chrXV:572181-572838(-)
YFL060C	YFL060C@chrVI:10300-10969(-)
YNR049C	YNR049C@chrXIV:713022-713655(-)
YKR019C	YKR019C@chrXI:476215-478063(-)
YLR380W	YLR380W@chrXII:878281-879508(+)
YHR039C-A	YHR039C-A@chrVIII:187172-187679(-)
YCR095W-A	YCR095W-A@chrIII:289638-289797(+)
YJR104C	YJR104C@chrX:622549-623014(-)
YDL160C-A	YDL160C-A@chrIV:169365-169608(-)
YDR412W	YDR412W@chrIV:1294692-1295400(+)
YGL041C	YGL041C@chrVII:419021-419225(-)
YGR037C	YGR037C@chrVII:559730-559994(-)
YLR244C	YLR244C@chrXII:625167-626331(-)
YKL132C	YKL132C@chrXI:193573-194866(-)
YLR211C	YLR211C@chrXII:563791-564531(-)
YKL090W	YKL090W@chrXI:271877-273209(+)
YMR115W	YMR115W@chrXIII:497703-499209(+)
YDL063C	YDL063C@chrIV:338271-340134(-)
YOR137C	YOR137C@chrXV:581812-583681(-)
YKL170W	YKL170W@chrXI:130633-131050(+)
YLR307C-A	YLR307C-A@chrXII:746847-747111(-)
YML107C	YML107C@chrXIII:55264-56269(-)
YPL111W	YPL111W@chrXVI:339943-340945(+)
YKR091W	YKR091W@chrXI:611524-612265(+)
YLL041C	YLL041C@chrXII:53130-53931(-)
YGR001C	YGR001C@chrVII:497132-498034(-)
YDR368W	YDR368W@chrIV:1213903-1214842(+)
YNR031C	YNR031C@chrXIV:680693-685433(-)
YGR027W-A	YGR027W-A@chrVII:536056-537379(+)
YPL222W	YPL222W@chrXVI:130161-132228(+)
YFL052W	YFL052W@chrVI:28231-29629(+)
YOR186C-A	YOR186C-A@chrXV:683328-683538(-)
YLR240W	YLR240W@chrXII:617532-620160(+)
YIL030C	YIL030C@chrIX:296049-300009(-)
YMR232W	YMR232W@chrXIII:736925-738959(+)
YOL055C	YOL055C@chrXV:224419-226075(-)
YGR039W	YGR039W@chrVII:574887-575199(+)
YPL043W	YPL043W@chrXVI:469938-471996(+)
YMR087W	YMR087W@chrXIII:442526-443381(+)
YDR258C	YDR258C@chrIV:971807-974243(-)
YGL026C	YGL026C@chrVII:446411-448535(-)
YBR283C	YBR283C@chrII:768942-770415(-)
YIL128W	YIL128W@chrIX:113805-116904(+)
YER082C	YER082C@chrV:324271-325936(-)
YDR449C	YDR449C@chrIV:1357579-1358902(-)
YOL132W	YOL132W@chrXV:71299-72715(+)
YKL165C	YKL165C@chrXI:137931-140691(-)
YER066C-A	YER066C-A@chrV:291702-292203(-)
YCL019W	YCL019W@chrIII:85101-90415(+)
YIL102C	YIL102C@chrIX:174581-174887(-)
YLL066C	YLL066C@chrXII:6119-9836(-)
YHR156C	YHR156C@chrVIII:411383-412406(-)
YJR007W	YJR007W@chrX:451019-451934(+)
YJL153C	YJL153C@chrX:134331-135933(-)
YLR279W	YLR279W@chrXII:704308-704698(+)
YLR079W	YLR079W@chrXII:286819-287674(+)
YHR065C	YHR065C@chrVIII:227531-229037(-)
YMR120C	YMR120C@chrXIII:507501-509280(-)
YNL271C	YNL271C@chrXIV:129521-135383(-)
YOR141C	YOR141C@chrXV:589941-592587(-)
YJR087W	YJR087W@chrX:586399-586750(+)
YMR321C	YMR321C@chrXIII:917578-917896(-)
YOR283W	YOR283W@chrXV:847452-848145(+)
YPR202W	YPR202W@chrXVI:943031-943896(+)
YDL232W	YDL232W@chrIV:38486-38597(+)
YDL017W	YDL017W@chrIV:424208-425732(+)
RUF23	RUF23@chrVI:221714-221967(+)
YOL068C	YOL068C@chrXV:200367-201879(-)
YGL174W	YGL174W@chrVII:174544-175345(+)
YCR101C	YCR101C@chrIII:302481-303030(-)
YGR214W	YGR214W@chrVII:920574-921788(+)
YLR100W	YLR100W@chrXII:341809-342853(+)
YDR084C	YDR084C@chrIV:613404-614004(-)
YFR032C	YFR032C@chrVI:222089-222959(-)
YNL290W	YNL290W@chrXIV:86217-87240(+)
YOR251C	YOR251C@chrXV:802549-803464(-)
YCR018C-A	YCR018C-A@chrIII:151607-151862(-)
YDL160C	YDL160C@chrIV:170409-171930(-)
YER064C	YER064C@chrV:282704-284222(-)
YMR182W-A	YMR182W-A@chrXIII:625810-625897(+)
YAR070C	YAR070C@chrI:224562-224862(-)
YIR005W	YIR005W@chrIX:364888-365335(+)
YLR312W-A	YLR312W-A@chrXII:759479-760241(+)
YPL242C	YPL242C@chrXVI:90621-95109(-)
YNL094W	YNL094W@chrXIV:447610-449374(+)
YLR219W	YLR219W@chrXII:574150-576337(+)
YLR099C	YLR099C@chrXII:339743-340928(-)
YMR005W	YMR005W@chrXIII:276044-277211(+)
YDR326C	YDR326C@chrIV:1120608-1124925(-)
YBR254C	YBR254C@chrII:723735-724263(-)
YIL043C	YIL043C@chrIX:274071-274926(-)
YJL112W	YJL112W@chrX:205304-207449(+)
YNL248C	YNL248C@chrXIV:181360-182608(-)
YGR133W	YGR133W@chrVII:756895-757447(+)
YCL032W	YCL032W@chrIII:63440-64481(+)
YBR284W	YBR284W@chrII:771238-773632(+)
YLR093C	YLR093C@chrXII:326512-327415(-)
YIL037C	YIL037C@chrIX:283028-284999(-)
YNL051W	YNL051W@chrXIV:532658-533870(+)
YER145C	YER145C@chrV:460525-461740(-)
snR54	snR54@chrXIII:163535-163620(-)
YPL267W	YPL267W@chrXVI:38168-38798(+)
snR190	snR190@chrX:139761-139950(-)
YDR269C	YDR269C@chrIV:1005664-1005988(-)
YML040W	YML040W@chrXIII:196627-197950(+)
YDL197C	YDL197C@chrIV:104916-106494(-)
YMR146C	YMR146C@chrXIII:557480-558524(-)
YOR082C	YOR082C@chrXV:479295-479637(-)
YDL177C	YDL177C@chrIV:141208-141721(-)
YNL261W	YNL261W@chrXIV:155099-156539(+)
YHR046C	YHR046C@chrVIII:197397-198285(-)
YLR396C	YLR396C@chrXII:910234-912310(-)
YDL123W	YDL123W@chrIV:241417-241840(+)
YGR083C	YGR083C@chrVII:644859-646815(-)
YDR372C	YDR372C@chrIV:1221111-1222149(-)
YNR012W	YNR012W@chrXIV:647431-648937(+)
YOL148C	YOL148C@chrXV:45759-47574(-)
YBR271W	YBR271W@chrII:744851-746111(+)
YOL044W	YOL044W@chrXV:247149-248301(+)
YDL139C	YDL139C@chrIV:211374-212046(-)
YHR131W-A	YHR131W-A@chrVIII:367746-367992(+)
YPL213W	YPL213W@chrXVI:150613-151330(+)
YML082W	YML082W@chrXIII:101861-103811(+)
YOR303W	YOR303W@chrXV:882898-884134(+)
YKL154W	YKL154W@chrXI:161600-162335(+)
YGL244W	YGL244W@chrVII:41497-43174(+)
YPR162C	YPR162C@chrXVI:866714-868304(-)
YGL058W	YGL058W@chrVII:393985-394504(+)
YNL280C	YNL280C@chrXIV:109094-110411(-)
YIL030W-A	YIL030W-A@chrIX:295564-295903(+)
YCL007C	YCL007C@chrIII:106973-107366(-)
YDR363W	YDR363W@chrIV:1199182-1200553(+)
YGL076C	YGL076C@chrVII:364334-365996(-)
YOR140W	YOR140W@chrXV:586980-589281(+)
YJL001W	YJL001W@chrX:435162-435926(+)
YPR180W	YPR180W@chrXVI:895960-897004(+)
YMR070W	YMR070W@chrXIII:409153-410626(+)
YDL030W	YDL030W@chrIV:397536-399129(+)
YDR322C-A	YDR322C-A@chrIV:1112002-1112293(-)
YKL001C	YKL001C@chrXI:438776-439385(-)
YEL015W	YEL015W@chrV:126628-128284(+)
YLR368W	YLR368W@chrXII:857539-859336(+)
YNL111C	YNL111C@chrXIV:416939-417302(-)
YBR252W	YBR252W@chrII:722610-723054(+)
YHR021W-A	YHR021W-A@chrVIII:149224-149680(+)
YCR081W	YCR081W@chrIII:254370-258654(+)
YDR507C	YDR507C@chrIV:1462357-1465786(-)
YMR191W	YMR191W@chrXIII:645655-646777(+)
YGL050W	YGL050W@chrVII:405775-406597(+)
YPR035W	YPR035W@chrXVI:642207-643320(+)
YBR050C	YBR050C@chrII:337182-338199(-)
YPR103W	YPR103W@chrXVI:732348-733212(+)
YMR052C-A	YMR052C-A@chrXIII:380068-380434(-)
YPR066W	YPR066W@chrXVI:681212-682112(+)
YDL059C	YDL059C@chrIV:344236-344953(-)
YGR085C	YGR085C@chrVII:648382-648907(-)
YPR067W	YPR067W@chrXVI:682219-682777(+)
YPL104W	YPL104W@chrXVI:355699-357676(+)
YGL124C	YGL124C@chrVII:274779-276714(-)
YGR152C	YGR152C@chrVII:794673-795492(-)
YOL118C	YOL118C@chrXV:96607-96916(-)
YOR245C	YOR245C@chrXV:794075-795332(-)
YDR436W	YDR436W@chrIV:1334820-1336953(+)
YGR279C	YGR279C@chrVII:1048797-1049958(-)
YKL167C	YKL167C@chrXI:133720-134134(-)
YFL062W	YFL062W@chrVI:6425-7565(+)
YMR151W	YMR151W@chrXIII:562505-562943(+)
ICR1	ICR1@chrIX:393884-397082(-)
YGR145W	YGR145W@chrVII:781766-783890(+)
YFL015C	YFL015C@chrVI:106468-106963(-)
YKL047W	YKL047W@chrXI:349462-351013(+)
YHL030W	YHL030W@chrVIII:40083-45690(+)
YBR159W	YBR159W@chrII:558684-559728(+)
YKL165C-A	YKL165C-A@chrXI:135789-136023(-)
YGR112W	YGR112W@chrVII:717357-718527(+)
YDL114W	YDL114W@chrIV:255603-256530(+)
YLR249W	YLR249W@chrXII:636779-639914(+)
YDL050C	YDL050C@chrIV:364445-364817(-)
YAR031W	YAR031W@chrI:186835-187732(+)
YCR068W	YCR068W@chrIII:237213-238776(+)
YPR173C	YPR173C@chrXVI:886523-887837(-)
YMR139W	YMR139W@chrXIII:546124-547237(+)
YOR126C	YOR126C@chrXV:559960-560677(-)
YGL095C	YGL095C@chrVII:328873-330607(-)
YAL055W	YAL055W@chrI:42176-42719(+)
YGR047C	YGR047C@chrVII:586391-589469(-)
YIL160C	YIL160C@chrIX:40190-41444(-)
YNL132W	YNL132W@chrXIV:375320-378491(+)
snR79	snR79@chrXII:348427-348510(-)
YKR057W	YKR057W@chrXI:551656-552242(+)
YER105C	YER105C@chrV:367837-372013(-)
YML118W	YML118W@chrXIII:32333-33851(+)
YEL009C	YEL009C@chrV:138917-139763(-)
YOR125C	YOR125C@chrXV:559029-559731(-)
YGR107W	YGR107W@chrVII:702666-703116(+)
YPL113C	YPL113C@chrXVI:335952-337143(-)
Q0140	Q0140@chrM:48900-50097(+)
YGR155W	YGR155W@chrVII:798542-800066(+)
YKL220C	YKL220C@chrXI:9090-11226(-)
YOL019W	YOL019W@chrXV:288897-290553(+)
YLR022C	YLR022C@chrXII:184173-184926(-)
YDR217C	YDR217C@chrIV:899550-903480(-)
YBR233W-A	YBR233W-A@chrII:684976-685261(+)
YLR374C	YLR374C@chrXII:871452-871842(-)
YBR215W	YBR215W@chrII:653355-655317(+)
YGR213C	YGR213C@chrVII:918511-919465(-)
YDL187C	YDL187C@chrIV:125508-125838(-)
YDR285W	YDR285W@chrIV:1032435-1035063(+)
YKL138C	YKL138C@chrXI:185285-185681(-)
YJL204C	YJL204C@chrX:50628-53151(-)
YDR095C	YDR095C@chrIV:636116-636527(-)
YHR177W	YHR177W@chrVIII:456590-457952(+)
YDR098C-B	YDR098C-B@chrIV:645857-651126(-)
YHR075C	YHR075C@chrVIII:248438-249641(-)
YER137W-A	YER137W-A@chrV:441574-441880(+)
YBL100W-C	YBL100W-C@chrII:28426-28546(+)
YPL087W	YPL087W@chrXVI:383454-384408(+)
YDR430C	YDR430C@chrIV:1325500-1328470(-)
YBR218C	YBR218C@chrII:658706-662249(-)
YDR105C	YDR105C@chrIV:665348-666770(-)
YMR281W	YMR281W@chrXIII:832338-833253(+)
YER132C	YER132C@chrV:425187-430449(-)
YHL011C	YHL011C@chrVIII:80653-81616(-)
YLR350W	YLR350W@chrXII:828729-829380(+)
YMR199W	YMR199W@chrXIII:662643-664284(+)
YDL193W	YDL193W@chrIV:114671-115799(+)
YFR051C	YFR051C@chrVI:250162-251803(-)
YEL074W	YEL074W@chrV:6125-6464(+)
YBL002W	YBL002W@chrII:236491-236887(+)
YBR275C	YBR275C@chrII:751355-757106(-)
YDR431W	YDR431W@chrIV:1328389-1328701(+)
YLR252W	YLR252W@chrXII:641956-642262(+)
YNR013C	YNR013C@chrXIV:649027-651712(-)
YPL250C	YPL250C@chrXVI:74308-74719(-)
YPR079W	YPR079W@chrXVI:698868-700014(+)
snR45	snR45@chrXVI:821732-821903(+)
YDL020C	YDL020C@chrIV:415112-416708(-)
YHR142W	YHR142W@chrVIII:383537-384488(+)
YBR123C	YBR123C@chrII:484741-486691(-)
YDL125C	YDL125C@chrIV:239018-239606(-)
YKR012C	YKR012C@chrXI:463738-464116(-)
YDR417C	YDR417C@chrIV:1301554-1301926(-)
YCR034W	YCR034W@chrIII:190591-191635(+)
YBL092W	YBL092W@chrII:45977-46370(+)
YIL070C	YIL070C@chrIX:230271-231072(-)
YER005W	YER005W@chrV:160549-162442(+)
YFR018C	YFR018C@chrVI:183130-184222(-)
YFR025C	YFR025C@chrVI:203742-204750(-)
YHR128W	YHR128W@chrVIII:362114-362765(+)
YBL095W	YBL095W@chrII:43276-44089(+)
YPL004C	YPL004C@chrXVI:550631-551657(-)
YOR161C-C	YOR161C-C@chrXV:639120-639267(-)
YDL051W	YDL051W@chrIV:363951-364779(+)
YKR083C	YKR083C@chrXI:596420-596822(-)
YPL099C	YPL099C@chrXVI:363519-364068(-)
YHR121W	YHR121W@chrVIII:352755-353319(+)
YIR033W	YIR033W@chrIX:416123-419465(+)
YCR061W	YCR061W@chrIII:225562-227458(+)
YMR032W	YMR032W@chrXIII:335297-337307(+)
YDL230W	YDL230W@chrIV:42699-43707(+)
YOR192C-B	YOR192C-B@chrXV:704418-709732(-)
YGR013W	YGR013W@chrVII:514553-516416(+)
YBR091C	YBR091C@chrII:427154-427484(-)
YDL014W	YDL014W@chrIV:427363-428347(+)
YML081C-A	YML081C-A@chrXIII:103982-104162(-)
YFL037W	YFL037W@chrVI:56335-57709(+)
YLL027W	YLL027W@chrXII:87402-88155(+)
YDR021W	YDR021W@chrIV:486803-488003(+)
YKL143W	YKL143W@chrXI:176780-178172(+)
YBL030C	YBL030C@chrII:163040-163997(-)
YDL087C	YDL087C@chrIV:300213-300999(-)
YNL137C	YNL137C@chrXIV:368594-370055(-)
YER066W	YER066W@chrV:290241-290799(+)
YGR055W	YGR055W@chrVII:599416-601141(+)
YGR231C	YGR231C@chrVII:952547-953480(-)
YDR320C	YDR320C@chrIV:1106094-1108101(-)
YOL050C	YOL050C@chrXV:237881-238202(-)
YIL165C	YIL165C@chrIX:33717-34077(-)
YGL020C	YGL020C@chrVII:457162-457870(-)
YHR172W	YHR172W@chrVIII:448334-450806(+)
YCL042W	YCL042W@chrIII:50583-50943(+)
YDR082W	YDR082W@chrIV:610440-611925(+)
YHR124W	YHR124W@chrVIII:356560-358444(+)
YKL179C	YKL179C@chrXI:110463-112503(-)
YDL223C	YDL223C@chrIV:57264-60405(-)
YDL191W	YDL191W@chrIV:117663-118517(+)
YNL159C	YNL159C@chrXIV:338477-339347(-)
YBR103W	YBR103W@chrII:447708-449316(+)
YBR013C	YBR013C@chrII:265491-265881(-)
YML042W	YML042W@chrXIII:192787-194800(+)
YLR455W	YLR455W@chrXII:1053628-1054543(+)
YMR181C	YMR181C@chrXIII:623615-624080(-)
YDR498C	YDR498C@chrIV:1445842-1446994(-)
YMR103C	YMR103C@chrXIII:472901-473264(-)
YJL113W	YJL113W@chrX:198677-203325(+)
YEL008C-A	YEL008C-A@chrV:140725-140818(-)
YDL190C	YDL190C@chrIV:118706-121592(-)
YNR014W	YNR014W@chrXIV:652464-653103(+)
YIL034C	YIL034C@chrIX:289225-290089(-)
YHR093W	YHR093W@chrVIII:289141-289690(+)
YKL148C	YKL148C@chrXI:169206-171129(-)
YPR036W-A	YPR036W-A@chrXVI:645949-646153(+)
YJL025W	YJL025W@chrX:393966-395511(+)
YIL116W	YIL116W@chrIX:142927-144085(+)
YER176W	YER176W@chrV:541689-545055(+)
YDR007W	YDR007W@chrIV:461841-462516(+)
YNR056C	YNR056C@chrXIV:731617-733303(-)
snR85	snR85@chrXIII:67768-67938(-)
YJL020W-A	YJL020W-A@chrX:400980-401238(+)
YNL213C	YNL213C@chrXIV:246459-247104(-)
YNL031C	YNL031C@chrXIV:575639-576050(-)
YDL094C	YDL094C@chrIV:289571-290081(-)
YGL216W	YGL216W@chrVII:84884-87302(+)
YGR263C	YGR263C@chrVII:1017966-1019241(-)
YPR005C	YPR005C@chrXVI:565786-566671(-)
YLR466W	YLR466W@chrXII:1067086-1071235(+)
YMR083W	YMR083W@chrXIII:434787-435915(+)
YNL151C	YNL151C@chrXIV:347765-348521(-)
YBR008C	YBR008C@chrII:252562-254209(-)
YOR299W	YOR299W@chrXV:878434-880675(+)
YPL136W	YPL136W@chrXVI:296285-296654(+)
YML088W	YML088W@chrXIII:92234-94241(+)
YGL006W-A	YGL006W-A@chrVII:485422-485533(+)
YDR267C	YDR267C@chrIV:1002509-1003502(-)
YDL115C	YDL115C@chrIV:253994-255126(-)
YJR142W	YJR142W@chrX:697140-698169(+)
YDL031W	YDL031W@chrIV:394216-397204(+)
YDR508C	YDR508C@chrIV:1466452-1468444(-)
YGL135W	YGL135W@chrVII:254640-255294(+)
YGR012W	YGR012W@chrVII:513158-514340(+)
YDR149C	YDR149C@chrIV:755554-756262(-)
YPL168W	YPL168W@chrXVI:231216-232509(+)
YML019W	YML019W@chrXIII:233456-234455(+)
YJR059W	YJR059W@chrX:545786-548243(+)
YEL061C	YEL061C@chrV:36534-39537(-)
YLR276C	YLR276C@chrXII:695045-696830(-)
YHR001W-A	YHR001W-A@chrVIII:107825-108122(+)
YOR062C	YOR062C@chrXV:442724-443531(-)
YIL118W	YIL118W@chrIX:139751-140447(+)
YBR248C	YBR248C@chrII:714806-716465(-)
YCL044C	YCL044C@chrIII:47110-48364(-)
YGR105W	YGR105W@chrVII:698598-698832(+)
YDR089W	YDR089W@chrIV:622111-624721(+)
YHR120W	YHR120W@chrVIII:349573-352453(+)
YLR078C	YLR078C@chrXII:285735-286559(-)
YKL023C-A	YKL023C-A@chrXI:393145-393373(-)
YGR172C	YGR172C@chrVII:842844-843591(-)
YNL033W	YNL033W@chrXIV:572998-573853(+)
YMR072W	YMR072W@chrXIII:411568-412120(+)
YPR194C	YPR194C@chrXVI:924303-926937(-)
snR34	snR34@chrXII:899180-899382(+)
YDR425W	YDR425W@chrIV:1320063-1321941(+)
YBR112C	YBR112C@chrII:462869-465770(-)
YPR010C	YPR010C@chrXVI:577584-581196(-)
YPL089C	YPL089C@chrXVI:379119-381150(-)
YPL093W	YPL093W@chrXVI:370977-372921(+)
YER007C-A	YER007C-A@chrV:166236-166885(-)
YJL035C	YJL035C@chrX:380248-381001(-)
YGL110C	YGL110C@chrVII:301536-303411(-)
YMR130W	YMR130W@chrXIII:532118-533027(+)
YLR053C	YLR053C@chrXII:248099-248426(-)
YNL203C	YNL203C@chrXIV:259438-260050(-)
YIR015W	YIR015W@chrIX:381947-382382(+)
YOR030W	YOR030W@chrXV:386824-388684(+)
YMR298W	YMR298W@chrXIII:863818-864271(+)
YOR008W-B	YOR008W-B@chrXV:343928-344030(+)
YPL005W	YPL005W@chrXVI:548485-550306(+)
