YIL046W-A	YIL046W-A@chrIX:268116(+)
YDL033C	YDL033C@chrIV:393951(-)
YDR481C	YDR481C@chrIV:1420305(-)
YKR099W	YKR099W@chrXI:635594(+)
YKR061W	YKR061W@chrXI:557595(+)
YLL025W	YLL025W@chrXII:94726(+)
YPL055C	YPL055C@chrXVI:455000(-)
YNL119W	YNL119W@chrXIV:401032(+)
YPR019W	YPR019W@chrXVI:596674(+)
YMR087W	YMR087W@chrXIII:442469(+)
YLR293C	YLR293C@chrXII:721467(-)
YJL117W	YJL117W@chrX:192481(+)
YKL090W	YKL090W@chrXI:271873(+)
YOL030W	YOL030W@chrXV:268139(+)
YPL062W	YPL062W@chrXVI:431750(+)
YLR351C	YLR351C@chrXII:830367(-)
YDR302W	YDR302W@chrIV:1067688(+)
YOR238W	YOR238W@chrXV:783670(+)
YHR016C	YHR016C@chrVIII:138516(-)
YOR087W	YOR087W@chrXV:487626(+)
YAL004W	YAL004W@chrI:138797(+)
YDR460W	YDR460W@chrIV:1383671(+)
YGR015C	YGR015C@chrVII:522095(-)
YMR024W	YMR024W@chrXIII:321868(+)
YJR065C	YJR065C@chrX:559184(-)
YGR224W	YGR224W@chrVII:942769(+)
YAL063C-A	YAL063C-A@chrI:23633(-)
YKL218C	YKL218C@chrXI:18411(-)
YFL025C	YFL025C@chrVI:87297(-)
YLR231C	YLR231C@chrXII:607146(-)
YML116W	YML116W@chrXIII:38115(+)
YER099C	YER099C@chrV:359080(-)
YIL087C	YIL087C@chrIX:200131(-)
YIL092W	YIL092W@chrIX:189012(+)
YNL024C	YNL024C@chrXIV:587866(-)
YDR049W	YDR049W@chrIV:553217(+)
YKL144C	YKL144C@chrXI:176493(-)
YGL154C	YGL154C@chrVII:216116(-)
YBL040C	YBL040C@chrII:142911(-)
YOR216C	YOR216C@chrXV:749038(-)
YGR005C	YGR005C@chrVII:505889(-)
YNL121C	YNL121C@chrXIV:400585(-)
YFR011C	YFR011C@chrVI:167290(-)
YLR347C	YLR347C@chrXII:826533(-)
YDR054C	YDR054C@chrIV:562501(-)
YGR110W	YGR110W@chrVII:713658(+)
YMR140W	YMR140W@chrXIII:547668(+)
YLR259C	YLR259C@chrXII:665036(-)
YDR365C	YDR365C@chrIV:1206453(-)
YGR280C	YGR280C@chrVII:1051753(-)
YNR004W	YNR004W@chrXIV:635917(+)
YDR297W	YDR297W@chrIV:1056520(+)
YOR336W	YOR336W@chrXV:949748(+)
YGR146C	YGR146C@chrVII:785155(-)
YMR161W	YMR161W@chrXIII:577669(+)
YOL139C	YOL139C@chrXV:61104(-)
YPL222W	YPL222W@chrXVI:130050(+)
YLR255C	YLR255C@chrXII:645982(-)
YKL128C	YKL128C@chrXI:201786(-)
YPL213W	YPL213W@chrXVI:150567(+)
YJL030W	YJL030W@chrX:387613(+)
YMR259C	YMR259C@chrXIII:788942(-)
YPL178W	YPL178W@chrXVI:212110(+)
YNL322C	YNL322C@chrXIV:34262(-)
YGR120C	YGR120C@chrVII:730854(-)
YDR499W	YDR499W@chrIV:1447826(+)
YDR125C	YDR125C@chrIV:702844(-)
YDL001W	YDL001W@chrIV:447906(+)
YBR153W	YBR153W@chrII:547396(+)
YLR113W	YLR113W@chrXII:371446(+)
YKR015C	YKR015C@chrXI:469367(-)
YOL071W	YOL071W@chrXV:196503(+)
YOR206W	YOR206W@chrXV:727483(+)
YDL013W	YDL013W@chrIV:428932(+)
YOR325W	YOR325W@chrXV:923928(+)
YER169W	YER169W@chrV:523134(+)
YDR363W	YDR363W@chrIV:1199007(+)
YJR119C	YJR119C@chrX:646523(-)
YGR019W	YGR019W@chrVII:525191(+)
YMR278W	YMR278W@chrXIII:822723(+)
YEL023C	YEL023C@chrV:111104(-)
YBL043W	YBL043W@chrII:136555(+)
YJL156C	YJL156C@chrX:129031(-)
YOR056C	YOR056C@chrXV:431695(-)
YNR017W	YNR017W@chrXIV:662738(+)
YML096W	YML096W@chrXIII:79885(+)
YJL187C	YJL187C@chrX:79355(-)
YDR206W	YDR206W@chrIV:861716(+)
YMR122C	YMR122C@chrXIII:511754(-)
YNL093W	YNL093W@chrXIV:449608(+)
YPL228W	YPL228W@chrXVI:118239(+)
YKR006C	YKR006C@chrXI:451228(-)
YBR127C	YBR127C@chrII:492853(-)
YNL323W	YNL323W@chrXIV:31900(+)
YJL091C	YJL091C@chrX:262560(-)
YCR020C-A	YCR020C-A@chrIII:155104(-)
YKL017C	YKL017C@chrXI:407249(-)
YML121W	YML121W@chrXIII:26867(+)
YNL072W	YNL072W@chrXIV:490296(+)
YBR056W-A	YBR056W-A@chrII:351228(+)
YER087C-B	YER087C-B@chrV:332870(-)
YGR263C	YGR263C@chrVII:1019249(-)
YHL006W-A	YHL006W-A@chrVIII:97267(+)
YIL169C	YIL169C@chrIX:26143(-)
YKL150W	YKL150W@chrXI:166314(+)
YER147C	YER147C@chrV:464908(-)
YPL214C	YPL214C@chrXVI:150298(-)
YFL008W	YFL008W@chrVI:119388(+)
YDL042C	YDL042C@chrIV:378501(-)
YML051W	YML051W@chrXIII:171564(+)
YDR078C	YDR078C@chrIV:602886(-)
YGR023W	YGR023W@chrVII:529107(+)
YLR337C	YLR337C@chrXII:805171(-)
YJL068C	YJL068C@chrX:313936(-)
YLR026C	YLR026C@chrXII:196587(-)
YDR139C	YDR139C@chrIV:733975(-)
YML018C	YML018C@chrXIII:236083(-)
YHR139C	YHR139C@chrVIII:379210(-)
YOR267C	YOR267C@chrXV:825044(-)
YER154W	YER154W@chrV:475000(+)
YOR156C	YOR156C@chrXV:630707(-)
YDR227W	YDR227W@chrIV:917454(+)
YBR141W-A	YBR141W-A@chrII:527137(+)
YHR056W-A	YHR056W-A@chrVIII:217226(+)
YOR041C	YOR041C@chrXV:410009(-)
YIR030C	YIR030C@chrIX:412810(-)
YPL254W	YPL254W@chrXVI:69237(+)
YPR013C	YPR013C@chrXVI:585723(-)
YOR155C	YOR155C@chrXV:628012(-)
YGL032C	YGL032C@chrVII:436969(-)
YGL196W	YGL196W@chrVII:129818(+)
YOL137W	YOL137W@chrXV:65565(+)
YLR112W	YLR112W@chrXII:370748(+)
YCR098C	YCR098C@chrIII:298664(-)
YLR205C	YLR205C@chrXII:553717(-)
YDL193W	YDL193W@chrIV:114565(+)
YJR034W	YJR034W@chrX:496608(+)
YGR081C	YGR081C@chrVII:643784(-)
YCR087C-A	YCR087C-A@chrIII:264503(-)
YMR203W	YMR203W@chrXIII:668427(+)
YGL103W	YGL103W@chrVII:310951(+)
YFL042C	YFL042C@chrVI:47764(-)
YNL002C	YNL002C@chrXIV:627159(-)
YER092W	YER092W@chrV:342846(+)
YPR046W	YPR046W@chrXVI:656789(+)
YOL077C	YOL077C@chrXV:186751(-)
YOR189W	YOR189W@chrXV:689603(+)
YMR113W	YMR113W@chrXIII:494942(+)
YOL066C	YOL066C@chrXV:204558(-)
YKL125W	YKL125W@chrXI:208164(+)
YIL096C	YIL096C@chrIX:183154(-)
YPL057C	YPL057C@chrXVI:453241(-)
YDR484W	YDR484W@chrIV:1422721(+)
YGR146C-A	YGR146C-A@chrVII:785545(-)
YLR382C	YLR382C@chrXII:884833(-)
YPR193C	YPR193C@chrXVI:923992(-)
YBR255C-A	YBR255C-A@chrII:727098(-)
YLR428C	YLR428C@chrXII:991034(-)
YOR232W	YOR232W@chrXV:774456(+)
YGR053C	YGR053C@chrVII:595940(-)
YPL048W	YPL048W@chrXVI:464365(+)
YBL020W	YBL020W@chrII:182319(+)
YLR373C	YLR373C@chrXII:871383(-)
YML078W	YML078W@chrXIII:110977(+)
YCR044C	YCR044C@chrIII:207957(-)
YLR277C	YLR277C@chrXII:699643(-)
YJR075W	YJR075W@chrX:573921(+)
YJL165C	YJL165C@chrX:109626(-)
YDL101C	YDL101C@chrIV:281890(-)
YPL093W	YPL093W@chrXVI:370946(+)
YKL108W	YKL108W@chrXI:234414(+)
YDR485C	YDR485C@chrIV:1427228(-)
YDL126C	YDL126C@chrIV:238708(-)
YDR060W	YDR060W@chrIV:570608(+)
YER005W	YER005W@chrV:160509(+)
YKR023W	YKR023W@chrXI:483371(+)
YHL007C	YHL007C@chrVIII:98074(-)
YAL032C	YAL032C@chrI:84494(-)
YLR460C	YLR460C@chrXII:1060933(-)
YHR040W	YHR040W@chrVIII:187908(+)
YBR239C	YBR239C@chrII:700092(-)
YER021W	YER021W@chrV:196917(+)
YNL137C	YNL137C@chrXIV:370149(-)
YNR054C	YNR054C@chrXIV:724333(-)
YDR536W	YDR536W@chrIV:1507988(+)
YBR165W	YBR165W@chrII:568765(+)
YDR493W	YDR493W@chrIV:1436116(+)
YPR091C	YPR091C@chrXVI:718496(-)
YPL185W	YPL185W@chrXVI:195214(+)
YBR203W	YBR203W@chrII:628956(+)
YER027C	YER027C@chrV:210304(-)
YLR061W	YLR061W@chrXII:263173(+)
YIL007C	YIL007C@chrIX:343700(-)
YMR262W	YMR262W@chrXIII:793671(+)
YKL138C-A	YKL138C-A@chrXI:185034(-)
YKL216W	YKL216W@chrXI:25173(+)
YNL001W	YNL001W@chrXIV:627393(+)
YBL003C	YBL003C@chrII:235819(-)
YJL178C	YJL178C@chrX:90135(-)
YNL006W	YNL006W@chrXIV:620057(+)
YNL311C	YNL311C@chrXIV:51702(-)
YPL040C	YPL040C@chrXVI:479027(-)
YIL128W	YIL128W@chrIX:113730(+)
YLL014W	YLL014W@chrXII:121304(+)
YNL086W	YNL086W@chrXIV:466237(+)
YNL215W	YNL215W@chrXIV:244435(+)
YBR105C	YBR105C@chrII:451992(-)
YMR257C	YMR257C@chrXIII:782419(-)
YNL164C	YNL164C@chrXIV:326485(-)
YPL140C	YPL140C@chrXVI:289253(-)
YAL043C	YAL043C@chrI:61074(-)
YKR057W	YKR057W@chrXI:551627(+)
YJR004C	YJR004C@chrX:444896(-)
YBL056W	YBL056W@chrII:113716(+)
YNL050C	YNL050C@chrXIV:535001(-)
YKL166C	YKL166C@chrXI:135737(-)
YOR065W	YOR065W@chrXV:447150(+)
YHR122W	YHR122W@chrVIII:353570(+)
YGL141W	YGL141W@chrVII:238292(+)
YBR119W	YBR119W@chrII:479290(+)
YKL120W	YKL120W@chrXI:217267(+)
YCL031C	YCL031C@chrIII:65601(-)
YOR276W	YOR276W@chrXV:841308(+)
YBR255W	YBR255W@chrII:724420(+)
YDR124W	YDR124W@chrIV:699860(+)
YPL005W	YPL005W@chrXVI:548463(+)
YLR286C	YLR286C@chrXII:710367(-)
YER126C	YER126C@chrV:414206(-)
YGL256W	YGL256W@chrVII:14661(+)
YPL159C	YPL159C@chrXVI:251786(-)
YKL117W	YKL117W@chrXI:220293(+)
YPR170C	YPR170C@chrXVI:883579(-)
YPR045C	YPR045C@chrXVI:656610(-)
YDR435C	YDR435C@chrIV:1333981(-)
YHR143W	YHR143W@chrVIII:385242(+)
YOR172W	YOR172W@chrXV:654166(+)
YAL061W	YAL061W@chrI:33359(+)
YOR070C	YOR070C@chrXV:457965(-)
YLR019W	YLR019W@chrXII:179982(+)
YPR129W	YPR129W@chrXVI:792665(+)
YDR007W	YDR007W@chrIV:461832(+)
YGL137W	YGL137W@chrVII:249845(+)
YNL055C	YNL055C@chrXIV:518884(-)
YPL147W	YPL147W@chrXVI:273174(+)
YDR168W	YDR168W@chrIV:790288(+)
YOR109W	YOR109W@chrXV:525177(+)
YGL040C	YGL040C@chrVII:420631(-)
YGR034W	YGR034W@chrVII:555785(+)
YDL199C	YDL199C@chrIV:103408(-)
YDL063C	YDL063C@chrIV:340221(-)
YKR030W	YKR030W@chrXI:500230(+)
YLR244C	YLR244C@chrXII:626349(-)
YLR164W	YLR164W@chrXII:493529(+)
YDR085C	YDR085C@chrIV:616207(-)
YGL114W	YGL114W@chrVII:293208(+)
YAL013W	YAL013W@chrI:129236(+)
YGR142W	YGR142W@chrVII:772320(+)
YKL027W	YKL027W@chrXI:387505(+)
YDR388W	YDR388W@chrIV:1250135(+)
YER093C	YER093C@chrV:347668(-)
YEL039C	YEL039C@chrV:80147(-)
YLR213C	YLR213C@chrXII:567967(-)
YNL027W	YNL027W@chrXIV:579471(+)
YEL004W	YEL004W@chrV:146927(+)
YBL067C	YBL067C@chrII:95912(-)
YDR452W	YDR452W@chrIV:1362740(+)
YPL234C	YPL234C@chrXVI:105495(-)
YOR078W	YOR078W@chrXV:472712(+)
YBR044C	YBR044C@chrII:326092(-)
YHR146W	YHR146W@chrVIII:390266(+)
YOL094C	YOL094C@chrXV:142594(-)
YBL101C	YBL101C@chrII:28406(-)
YAL015C	YAL015C@chrI:128102(-)
YLR105C	YLR105C@chrXII:348247(-)
YGL205W	YGL205W@chrVII:107944(+)
YNL252C	YNL252C@chrXIV:172306(-)
YDR231C	YDR231C@chrIV:926935(-)
YOR384W	YOR384W@chrXV:1061526(+)
YDL181W	YDL181W@chrIV:135099(+)
YLL028W	YLL028W@chrXII:84670(+)
YBR036C	YBR036C@chrII:310361(-)
YLL024C	YLL024C@chrXII:97515(-)
YBR074W	YBR074W@chrII:386281(+)
YER180C	YER180C@chrV:550547(-)
YDR364C	YDR364C@chrIV:1204233(-)
YML023C	YML023C@chrXIII:228708(-)
YDL064W	YDL064W@chrIV:337458(+)
YOR180C	YOR180C@chrXV:675668(-)
YLR034C	YLR034C@chrXII:212098(-)
YKL038W	YKL038W@chrXI:365370(+)
YNL098C	YNL098C@chrXIV:440584(-)
YPL246C	YPL246C@chrXVI:85337(-)
YGL163C	YGL163C@chrVII:196526(-)
YGL098W	YGL098W@chrVII:317292(+)
YPR120C	YPR120C@chrXVI:775293(-)
YNL024C-A	YNL024C-A@chrXIV:586874(-)
YDR356W	YDR356W@chrIV:1186080(+)
YPL248C	YPL248C@chrXVI:82378(-)
YIR032C	YIR032C@chrIX:415679(-)
YOR050C	YOR050C@chrXV:424620(-)
YML076C	YML076C@chrXIII:115363(-)
YNL176C	YNL176C@chrXIV:307159(-)
YJL093C	YJL093C@chrX:256816(-)
YLR270W	YLR270W@chrXII:681094(+)
YNL162W	YNL162W@chrXIV:331292(+)
YOR002W	YOR002W@chrXV:329377(+)
YMR105C	YMR105C@chrXIII:477665(-)
YBR194W	YBR194W@chrII:609969(+)
YMR267W	YMR267W@chrXIII:801698(+)
YKL180W	YKL180W@chrXI:109248(+)
YMR160W	YMR160W@chrXIII:575019(+)
YHL037C	YHL037C@chrVIII:26506(-)
YKR097W	YKR097W@chrXI:631011(+)
YGR213C	YGR213C@chrVII:919469(-)
YLR376C	YLR376C@chrXII:873588(-)
YCL008C	YCL008C@chrIII:106857(-)
YER016W	YER016W@chrV:188257(+)
YGR016W	YGR016W@chrVII:522257(+)
YPR107C	YPR107C@chrXVI:742148(-)
YHR035W	YHR035W@chrVIII:178170(+)
YDR268W	YDR268W@chrIV:1003953(+)
YMR271C	YMR271C@chrXIII:807698(-)
YLR289W	YLR289W@chrXII:715059(+)
YMR273C	YMR273C@chrXIII:814179(-)
YNL133C	YNL133C@chrXIV:374712(-)
YOR349W	YOR349W@chrXV:989762(+)
YLR234W	YLR234W@chrXII:609743(+)
YJR145C	YJR145C@chrX:703088(-)
YER159C	YER159C@chrV:492141(-)
YOL052C-A	YOL052C-A@chrXV:231788(-)
YOR073W	YOR073W@chrXV:464700(+)
YBR215W	YBR215W@chrII:653319(+)
YGR187C	YGR187C@chrVII:871472(-)
YKR058W	YKR058W@chrXI:552598(+)
YDR392W	YDR392W@chrIV:1258655(+)
YIL023C	YIL023C@chrIX:310441(-)
YDR490C	YDR490C@chrIV:1434353(-)
YDR534C	YDR534C@chrIV:1504922(-)
YGR078C	YGR078C@chrVII:640402(-)
YML014W	YML014W@chrXIII:243200(+)
YPR194C	YPR194C@chrXVI:927232(-)
YDR459C	YDR459C@chrIV:1383548(-)
YDR348C	YDR348C@chrIV:1172024(-)
YLR300W	YLR300W@chrXII:728857(+)
YKR060W	YKR060W@chrXI:556491(+)
YLR203C	YLR203C@chrXII:552016(-)
YNL111C	YNL111C@chrXIV:417333(-)
YGL106W	YGL106W@chrVII:306538(+)
YMR122W-A	YMR122W-A@chrXIII:511271(+)
YPR018W	YPR018W@chrXVI:594386(+)
YGL071W	YGL071W@chrVII:371554(+)
YOR095C	YOR095C@chrXV:504398(-)
YDR414C	YDR414C@chrIV:1296883(-)
YLR146W-A	YLR146W-A@chrXII:433843(+)
YOL038W	YOL038W@chrXV:255303(+)
YBR114W	YBR114W@chrII:467160(+)
YHR128W	YHR128W@chrVIII:362072(+)
YBL059C-A	YBL059C-A@chrII:110571(-)
YKL094W	YKL094W@chrXI:263326(+)
YNR044W	YNR044W@chrXIV:703582(+)
YDR404C	YDR404C@chrIV:1277361(-)
YGL093W	YGL093W@chrVII:334815(+)
YCR024C	YCR024C@chrIII:162241(-)
YDR092W	YDR092W@chrIV:629842(+)
YPR098C	YPR098C@chrXVI:729567(-)
YFL041W-A	YFL041W-A@chrVI:47890(+)
YEL040W	YEL040W@chrV:78032(+)
YBR252W	YBR252W@chrII:722593(+)
YGR109C	YGR109C@chrVII:706566(-)
YGR092W	YGR092W@chrVII:668130(+)
YDL134C	YDL134C@chrIV:221242(-)
YGR132C	YGR132C@chrVII:756494(-)
YLR064W	YLR064W@chrXII:265443(+)
YDR279W	YDR279W@chrIV:1019290(+)
YER059W	YER059W@chrV:272442(+)
YAL034C	YAL034C@chrI:82586(-)
YMR319C	YMR319C@chrXIII:914617(-)
YBL005W	YBL005W@chrII:217408(+)
YER174C	YER174C@chrV:539282(-)
YOR315W	YOR315W@chrXV:904683(+)
YOR305W	YOR305W@chrXV:888959(+)
YOR162C	YOR162C@chrXV:642180(-)
YCL057C-A	YCL057C-A@chrIII:24351(-)
YLR085C	YLR085C@chrXII:302022(-)
YDR535C	YDR535C@chrIV:1507627(-)
YHL028W	YHL028W@chrVIII:48694(+)
YBR289W	YBR289W@chrII:779655(+)
YGR094W	YGR094W@chrVII:672179(+)
YPR035W	YPR035W@chrXVI:642091(+)
YPR073C	YPR073C@chrXVI:692480(-)
YCR075W-A	YCR075W-A@chrIII:248961(+)
YPR152C	YPR152C@chrXVI:833480(-)
YBR176W	YBR176W@chrII:583623(+)
YDR317W	YDR317W@chrIV:1102150(+)
YGL245W	YGL245W@chrVII:39008(+)
YOR289W	YOR289W@chrXV:853356(+)
YBR151W	YBR151W@chrII:544882(+)
YPL068C	YPL068C@chrXVI:425114(-)
YLR330W	YLR330W@chrXII:787652(+)
YFR031C-A	YFR031C-A@chrVI:221442(-)
YPL133C	YPL133C@chrXVI:301349(-)
YKL068W	YKL068W@chrXI:310079(+)
YLR214W	YLR214W@chrXII:568518(+)
YBL039W-B	YBL039W-B@chrII:143188(+)
YJL146W	YJL146W@chrX:143166(+)
YBL032W	YBL032W@chrII:160092(+)
YGL155W	YGL155W@chrVII:213982(+)
YGL105W	YGL105W@chrVII:307414(+)
YDR122W	YDR122W@chrIV:694393(+)
YNL130C-A	YNL130C-A@chrXIV:381855(-)
YPR111W	YPR111W@chrXVI:747269(+)
YKL195W	YKL195W@chrXI:75787(+)
YNL112W	YNL112W@chrXIV:413598(+)
YLR172C	YLR172C@chrXII:502195(-)
YKL099C	YKL099C@chrXI:256547(-)
YNL031C	YNL031C@chrXIV:576066(-)
YHR192W	YHR192W@chrVIII:486791(+)
YPL262W	YPL262W@chrXVI:47159(+)
YGR108W	YGR108W@chrVII:703428(+)
YDL082W	YDL082W@chrIV:308395(+)
YGL045W	YGL045W@chrVII:414048(+)
YLR336C	YLR336C@chrXII:802437(-)
YAL040C	YAL040C@chrI:67848(-)
YKL023W	YKL023W@chrXI:393694(+)
YOR389W	YOR389W@chrXV:1074174(+)
YLL007C	YLL007C@chrXII:136386(-)
YJL058C	YJL058C@chrX:327922(-)
YJL073W	YJL073W@chrX:303061(+)
YNR036C	YNR036C@chrXIV:694832(-)
YLR143W	YLR143W@chrXII:427318(+)
YNL066W	YNL066W@chrXIV:500962(+)
YPR195C	YPR195C@chrXVI:928316(-)
YOL065C	YOL065C@chrXV:205912(-)
YFL012W	YFL012W@chrVI:110586(+)
YEL015W	YEL015W@chrV:126596(+)
YLR319C	YLR319C@chrXII:771746(-)
YMR307W	YMR307W@chrXIII:886968(+)
YLR211C	YLR211C@chrXII:564581(-)
YKL155C	YKL155C@chrXI:161345(-)
YIL050W	YIL050W@chrIX:258799(+)
YLR314C	YLR314C@chrXII:764202(-)
YBR145W	YBR145W@chrII:533721(+)
YPR010C-A	YPR010C-A@chrXVI:582786(-)
YER044C	YER044C@chrV:238055(-)
YKL197C	YKL197C@chrXI:73897(-)
YDL232W	YDL232W@chrIV:38468(+)
YBL107C	YBL107C@chrII:10551(-)
YKR037C	YKR037C@chrXI:511806(-)
YGR150C	YGR150C@chrVII:793063(-)
YGR241C	YGR241C@chrVII:976751(-)
YGL204C	YGL204C@chrVII:112120(-)
YGR096W	YGR096W@chrVII:676574(+)
YER096W	YER096W@chrV:351601(+)
YHR082C	YHR082C@chrVIII:272394(-)
YER055C	YER055C@chrV:265811(-)
YPL128C	YPL128C@chrXVI:308308(-)
YDR028C	YDR028C@chrIV:501368(-)
YHR203C	YHR203C@chrVIII:505569(-)
YDR152W	YDR152W@chrIV:765682(+)
YJL080C	YJL080C@chrX:289427(-)
YOR112W	YOR112W@chrXV:531438(+)
YCR031C	YCR031C@chrIII:178241(-)
YFR050C	YFR050C@chrVI:249919(-)
YBR137W	YBR137W@chrII:512982(+)
YMR094W	YMR094W@chrXIII:455815(+)
YER170W	YER170W@chrV:525951(+)
YBL105C	YBL105C@chrII:17962(-)
YLR383W	YLR383W@chrXII:885206(+)
YDL080C	YDL080C@chrIV:312656(-)
YGR113W	YGR113W@chrVII:718831(+)
YPL008W	YPL008W@chrXVI:539157(+)
YHR079C	YHR079C@chrVIII:261844(-)
YGL216W	YGL216W@chrVII:84618(+)
YMR068W	YMR068W@chrXIII:406290(+)
YBR185C	YBR185C@chrII:599978(-)
YDR194C	YDR194C@chrIV:847969(-)
YDL123W	YDL123W@chrIV:241388(+)
YOR079C	YOR079C@chrXV:474451(-)
YMR275C	YMR275C@chrXIII:818632(-)
YMR213W	YMR213W@chrXIII:693332(+)
YPL194W	YPL194W@chrXVI:179252(+)
YGR247W	YGR247W@chrVII:984844(+)
YGR017W	YGR017W@chrVII:523628(+)
YFL047W	YFL047W@chrVI:40413(+)
YML007C-A	YML007C-A@chrXIII:253293(-)
YLR260W	YLR260W@chrXII:665716(+)
YML012W	YML012W@chrXIII:246075(+)
YHR205W	YHR205W@chrVIII:508918(+)
YKR011C	YKR011C@chrXI:462804(-)
YKL161C	YKL161C@chrXI:150755(-)
YML080W	YML080W@chrXIII:108682(+)
YGR204W	YGR204W@chrVII:905895(+)
YGL050W	YGL050W@chrVII:405753(+)
YOL054W	YOL054W@chrXV:228555(+)
YMR308C	YMR308C@chrXIII:892368(-)
YER011W	YER011W@chrV:175194(+)
YAL060W	YAL060W@chrI:35107(+)
YIL161W	YIL161W@chrIX:39423(+)
YLR437C	YLR437C@chrXII:1012092(-)
YOL107W	YOL107W@chrXV:112050(+)
YOR100C	YOR100C@chrXV:514368(-)
YNL167C	YNL167C@chrXIV:321703(-)
YFL018C	YFL018C@chrVI:103206(-)
YGR229C	YGR229C@chrVII:951175(-)
YNL161W	YNL161W@chrXIV:332457(+)
YOR123C	YOR123C@chrXV:554643(-)
YER165W	YER165W@chrV:510231(+)
YLL041C	YLL041C@chrXII:53975(-)
YBR001C	YBR001C@chrII:241339(-)
YGL223C	YGL223C@chrVII:80370(-)
YCR106W	YCR106W@chrIII:310928(+)
YDL073W	YDL073W@chrIV:326427(+)
YLR414C	YLR414C@chrXII:954254(-)
YOR120W	YOR120W@chrXV:551069(+)
YMR240C	YMR240C@chrXIII:751296(-)
YPL162C	YPL162C@chrXVI:244095(-)
YKL169C	YKL169C@chrXI:131191(-)
YDR347W	YDR347W@chrIV:1169114(+)
YDR066C	YDR066C@chrIV:582596(-)
YML104C	YML104C@chrXIII:62358(-)
YDR394W	YDR394W@chrIV:1261559(+)
YBR281C	YBR281C@chrII:767647(-)
YBR182C-A	YBR182C-A@chrII:595606(-)
YDL159W	YDL159W@chrIV:172435(+)
YGR135W	YGR135W@chrVII:761300(+)
YMR081C	YMR081C@chrXIII:431233(-)
YBL089W	YBL089W@chrII:49510(+)
YHL039W	YHL039W@chrVIII:21731(+)
YLR208W	YLR208W@chrXII:559461(+)
YMR077C	YMR077C@chrXIII:422194(-)
YOR222W	YOR222W@chrXV:758302(+)
YNL056W	YNL056W@chrXIV:517224(+)
YMR059W	YMR059W@chrXIII:391058(+)
YNL118C	YNL118C@chrXIV:405616(-)
YKL138C	YKL138C@chrXI:185767(-)
YCR067C	YCR067C@chrIII:236441(-)
YHR057C	YHR057C@chrVIII:218859(-)
YHR028C	YHR028C@chrVIII:167451(-)
YPR199C	YPR199C@chrXVI:939042(-)
YPR055W	YPR055W@chrXVI:667629(+)
YKL057C	YKL057C@chrXI:334018(-)
YDR322C-A	YDR322C-A@chrIV:1112311(-)
YOL096C	YOL096C@chrXV:139074(-)
YBL075C	YBL075C@chrII:86472(-)
YML005W	YML005W@chrXIII:260214(+)
YDL099W	YDL099W@chrIV:283365(+)
YGL222C	YGL222C@chrVII:81264(-)
YOR167C	YOR167C@chrXV:649019(-)
YMR014W	YMR014W@chrXIII:298842(+)
YPL198W	YPL198W@chrXVI:173125(+)
YLR307W	YLR307W@chrXII:745543(+)
YLL027W	YLL027W@chrXII:87197(+)
YDR179C	YDR179C@chrIV:819204(-)
YDR381W	YDR381W@chrIV:1236461(+)
YNL308C	YNL308C@chrXIV:55934(-)
YOL041C	YOL041C@chrXV:252697(-)
YPR135W	YPR135W@chrXVI:799169(+)
YMR037C	YMR037C@chrXIII:346946(-)
YBR041W	YBR041W@chrII:318213(+)
YBR135W	YBR135W@chrII:504760(+)
YLR450W	YLR450W@chrXII:1032469(+)
YDL205C	YDL205C@chrIV:93929(-)
YGL108C	YGL108C@chrVII:304106(-)
YJL014W	YJL014W@chrX:407533(+)
YMR097C	YMR097C@chrXIII:460577(-)
YJL041W	YJL041W@chrX:365726(+)
YPL029W	YPL029W@chrXVI:495487(+)
YLR188W	YLR188W@chrXII:528227(+)
YML001W	YML001W@chrXIII:267081(+)
YGR254W	YGR254W@chrVII:1000890(+)
YLR189C	YLR189C@chrXII:534453(-)
YLR442C	YLR442C@chrXII:1022324(-)
YKL069W	YKL069W@chrXI:307277(+)
YPR115W	YPR115W@chrXVI:754678(+)
YIL102C-A	YIL102C-A@chrIX:173647(-)
YOR284W	YOR284W@chrXV:848431(+)
YFL005W	YFL005W@chrVI:130197(+)
YDR162C	YDR162C@chrIV:781219(-)
YOR137C	YOR137C@chrXV:584048(-)
YER057C	YER057C@chrV:271169(-)
YGR101W	YGR101W@chrVII:693327(+)
YBR187W	YBR187W@chrII:602505(+)
YBR213W	YBR213W@chrII:650298(+)
YMR020W	YMR020W@chrXIII:315276(+)
YNR029C	YNR029C@chrXIV:678517(-)
YGR158C	YGR158C@chrVII:806066(-)
YIL144W	YIL144W@chrIX:77994(+)
YDR219C	YDR219C@chrIV:906894(-)
YDL125C	YDL125C@chrIV:239816(-)
YDR080W	YDR080W@chrIV:603976(+)
YBR118W	YBR118W@chrII:477649(+)
YHL019C	YHL019C@chrVIII:69582(-)
YOL159C-A	YOL159C-A@chrXV:15594(-)
YPL249C-A	YPL249C-A@chrXVI:76277(-)
YGL226W	YGL226W@chrVII:73335(+)
YJR099W	YJR099W@chrX:615459(+)
YGR063C	YGR063C@chrVII:617852(-)
YOR253W	YOR253W@chrXV:804348(+)
YOR010C	YOR010C@chrXV:346997(-)
YER107C	YER107C@chrV:374732(-)
YER076C	YER076C@chrV:313638(-)
YHR200W	YHR200W@chrVIII:499055(+)
